Gene	HE6W_1_LA.1	HE6W_1_LA.2	HE6W_1_LA.3	HE6W_1_LA.4	HE6W_1_LA.5	HE6W_1_LA.6	HE6W_1_LA.7	HE6W_1_LA.8	HE6W_1_LA.9	HE6W_1_LA.10	HE6W_1_LA.11	HE6W_1_LA.12	HE6W_1_LA.13	HE6W_1_LA.14	HE6W_1_LA.15	HE6W_1_LA.16	HE6W_1_LA.17	HE6W_1_LA.18	HE6W_1_LA.19	HE6W_1_LA.20	HE6W_1_LA.21	HE6W_1_LA.22	HE6W_1_LA.23	HE6W_1_LA.24	HE6W_1_LA.25	HE6W_1_LA.26	HE6W_1_LA.27	HE6W_1_LA.28	HE6W_1_LA.29	HE6W_1_LA.30	HE6W_1_LA.31	HE6W_1_LA.32	HE6W_1_LA.33	HE6W_1_LA.34	HE6W_1_LA.35	HE6W_1_LA.36	HE6W_1_LA.37	HE6W_1_LA.38	HE6W_1_LA.39	HE6W_1_LA.40	HE6W_1_LA.41	HE6W_1_LA.42	HE6W_1_LA.43	HE6W_1_LA.44	HE6W_1_LA.45	HE6W_1_LA.46	HE6W_1_LA.47	HE6W_1_LA.48
GUCY1A2	0	0	0	0	160.04	0	0	0	0	0	0	0	0	8.61	0	0	0	14.79	0	114.61	53.98	0	0	0	0	83.62	0	0	0	0	0	363.75	0	0	0	15.86	0	7.93	0	4.61	0	0	0	4.13	0	0	0	0
GUCY1A3	475.15	0	0	0	120.03	0	0	0	0	265	0	0	0	809.24	0	0	0	0	0	496.63	0	0	0	0	0	23.23	0	12.16	0	9.48	0	235.37	149.37	0	0	0	640.99	7.93	0	0	0	0	0	4.13	0	367.5	0	0
GUCY1B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUCY1B3	0	0	0	0	166.71	0	0	0	0	30.81	6.64	0	0	0	0	0	0	0	0	9.55	0	0	0	0	3.02	0	0	206.75	126.9	0	0	149.78	0	0	0	0	0	0	0	0	8.27	0	0	0	0	0	0	0
GUCY2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUCY2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUCY2EP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUCY2F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUCY2GP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUF1	0	5.33	0	102	6.67	0	0	0	0	0	0	4.62	0	0	0	89.39	0	0	12.55	0	0	0	0	0	0	0	34.32	0	0	0	0	0	48.33	0	0	0	0	0	0	0	0	0	5.75	0	70.42	0	7.48	0
GUK1	175.06	250.43	838.74	678.3	586.8	1740.88	566.08	408.66	0	428.31	232.49	147.89	291.02	17.22	342.37	811.98	39.31	14.79	552.36	28.65	143.95	143.95	1249.41	182.1	262.96	385.57	343.24	705.39	10.57	369.58	0	133.73	180.12	674.64	2007.23	31.72	74.32	1149.2	333.47	124.4	388.57	57.58	1052.25	144.61	915.45	151.33	658.57	409.04
GULP1	0	0	0	0	0	0	0	0	42.26	0	0	0	95.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	8.26	0	0	0	0
GUSB	0	0	0	0	80.02	0	16.17	0	0	0	79.71	4.62	5.6	8.61	4.89	0	0	0	0	0	0	0	0	0	0	0	73.55	0	10.57	0	0	0	30.75	0	0	459.94	222.95	7.93	148.21	55.29	0	0	0	82.63	0	0	11.23	0
GUSBP1	0	0	0	0	0	0	0	0	0	3.08	86.35	0	0	0	0	0	0	0	0	0	0	23.99	0	0	3.02	0	0	0	0	0	0	90.94	0	134.93	0	0	325.14	0	0	0	0	0	0	0	0	0	0	10.76
GUSBP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUSBP11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUSBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUSBP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUSBP4	0	0	0	0	0	0	0	0	0	0	99.64	0	0	8.61	107.6	0	0	0	0	0	0	0	0	0	15.11	0	58.84	24.32	0	0	0	0	0	0	0	0	0	103.03	0	0	0	719.78	0	0	0	0	0	0
GUSBP5	0	0	0	0	26.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUSBP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GVINP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.97	0	0	0	0	0	0	0	0
GXYLT1	0	149.19	0	0	0	0	0	0	0	157.15	0	0	218.27	0	0	0	0	0	0	0	0	0	156.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5	4.13	0	0	7.48	0
GXYLT1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GXYLT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GYG1	12.5	159.85	0	0	0	0	436.69	0	0	3.08	0	101.67	0	0	0	7.45	0	443.64	0	267.42	0	0	0	509.88	3.02	209.05	49.03	0	465.3	9.48	0	85.59	0	0	0	15.86	0	0	0	0	0	0	11.5	4.13	70.42	453.98	89.8	0
GYG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.75	0	0	0	0	0	0	0	0	0	5.75	4.13	0	0	0	0
GYG2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GYLTL1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GYPA	0	0	1115.44	1020	13.34	0	0	784.62	2028.31	0	0	1386.48	5.6	8.61	1677.59	223.48	0	29.58	0	9.55	0	0	156.18	24.28	3654.24	9.29	14.71	36.49	21.15	0	22.39	10.7	13.18	0	0	0	0	689.52	74.1	13.82	8.27	57.58	396.75	3392.09	0	0	3.74	1453.16
GYPB	25.01	5.33	510.16	183.6	6.67	66.96	0	637.5	2429.75	3.08	0	1247.83	16.79	0	3301.38	268.18	0	0	0	0	9	0	0	60.7	2807.93	0	4.9	36.49	10.57	0	0	5.35	13.18	0	0	15.86	9.29	340.8	0	9.21	0	0	477.25	2731.02	0	0	11.23	2357.35
GYPC	0	117.22	1504.55	1218.9	106.69	66.96	0	3203.87	570.46	0	0	1229.34	5.6	86.09	1031.99	1929.39	0	369.7	0	28.65	0	0	156.18	24.28	2774.68	74.33	122.59	340.53	21.15	331.68	0	5.35	61.51	0	200.72	0	0	142.66	0	548.27	0	0	1259.25	1008.12	0	0	0	2206.65
GYPE	0	0	268.05	1244.4	6.67	0	0	16.35	1267.69	3.08	0	0	0	0	728.75	0	0	29.58	0	9.55	71.97	0	0	12.14	320.39	0	0	0	0	0	0	0	8.79	89.95	0	0	0	158.51	37.05	4.61	0	0	11.5	285.08	0	0	18.71	0
GYS1	0	0	0	0	0	0	0	16.35	0	0	0	0	0	8.61	0	0	0	0	0	9.55	0	0	0	0	0	0	0	0	0	0	0	0	4.39	0	0	0	0	0	0	41.47	0	0	17.25	0	0	0	86.06	10.76
GYS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GZF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.18	0	0	0	0	0	444.63	4.61	0	0	0	0	46.95	0	3.74	0
GZMA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GZMB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GZMH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GZMK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GZMM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H19	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1F0	0	31.97	0	0	0	0	0	0	0	0	0	0	39.18	0	0	0	0	0	0	0	0	0	780.88	0	84.63	0	0	158.1	42.3	75.81	0	0	65.9	0	0	253.76	0	23.78	0	4.61	0	0	51.75	0	0	0	63.61	0
H1FNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.95	0	11.23	0
H1FOO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1FX	0	5.33	0	0	0	0	0	0	0	15.41	13.28	0	0	0	14.67	0	78.62	0	0	38.2	323.89	0	0	12.14	6.05	0	9.81	24.32	42.3	123.19	0	112.34	0	0	0	444.08	0	0	0	4.61	0	0	0	0	0	0	0	10.76
H1FX-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.16	0	0	0	117.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.74	0
H2AFB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2AFB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2AFB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2AFJ	12.5	639.4	17.29	295.8	186.71	0	16.17	277.89	528.21	434.47	325.48	305.02	996.2	533.75	273.89	365.02	19.65	310.55	263.63	315.17	0	23.99	312.35	0	60.45	692.17	308.91	899.98	10.57	0	425.5	786.35	716.1	269.86	200.72	15.86	650.28	7.93	0	0	512.58	0	350.75	4.13	211.26	43.24	295.61	21.53
H2AFV	0	612.76	8.65	5.1	0	0	0	16.35	21.13	326.62	239.13	0	123.13	8.61	4.89	0	0	0	12.55	114.61	233.92	0	0	594.86	15.11	450.61	156.91	595.93	158.62	9.48	134.37	492.14	158.16	134.93	0	491.66	9.29	15.85	666.94	9.21	0	28.79	11.5	8.26	46.95	540.45	0	0
H2AFX	0	0	0	5.1	40.01	0	0	0	0	166.39	39.85	4.62	0	0	4.89	0	0	88.73	0	0	9	23.99	0	12.14	208.55	195.11	49.03	0	42.3	0	111.97	0	57.11	44.98	0	174.46	0	7.93	0	23.04	0	0	74.75	33.05	0	21.62	3.74	0
H2AFY	25.01	0	0	0	266.73	535.65	80.87	0	21.13	9.24	0	249.57	5.6	8.61	4.89	7.45	963.05	14.79	25.11	248.31	0	263.91	0	0	33.25	176.53	274.59	158.1	10.57	9.48	89.58	0	0	359.81	0	0	315.85	7.93	111.16	230.36	157.08	0	0	4.13	0	0	11.23	0
H2AFY2	0	0	0	0	300.07	0	0	0	0	40.06	0	0	0	249.66	0	0	0	0	0	9.55	134.95	0	0	0	0	185.82	19.61	24.32	116.32	199.01	0	0	0	0	0	0	0	0	0	4.61	0	0	0	0	0	0	26.19	0
H2AFZ	12.5	1587.84	216.17	163.2	2367.22	1138.27	145.56	32.69	63.38	3543.56	2417.87	78.57	419.75	146.35	224.98	22.35	98.27	73.94	62.77	267.42	440.85	47.98	1717.94	1845.26	921.87	2322.73	2353.63	1714.83	2358.22	1156.14	1343.69	2631.86	606.27	314.83	0	5249.64	882.52	435.9	4186.89	2110.14	49.6	230.33	40.25	1570.03	0	194.56	632.37	53.82
H2BFM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2BFWT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2BFXP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3F3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3F3AP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3F3B	462.65	884.5	77.82	1035.3	2053.81	0	3202.38	474.04	1986.06	2190.85	1062.8	443.67	1141.71	843.67	811.89	134.09	1179.25	5323.71	690.45	792.7	2114.26	791.73	937.06	861.93	661.93	1412.22	686.48	1167.54	264.37	5903.87	1948.36	2642.56	1827.59	854.55	602.17	1157.77	2721.88	15.85	3705.21	1446.69	1099.57	143.96	322	714.78	1056.29	2831.94	550.05	635.08
H3F3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.95	0	0	0
H6PD	0	0	25.94	0	53.35	0	0	0	0	0	0	0	0	17.22	0	7.45	0	0	0	9.55	0	0	0	0	0	41.81	68.65	0	0	9.48	0	0	0	0	0	0	0	0	0	0	0	0	0	16.53	0	0	7.48	0
HAAO	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.08	0	44.98	0	0	0	0	0	0	0	0	402.5	4.13	0	0	0	0
HABP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HABP4	12.5	0	8.65	0	0	0	0	0	21.13	0	0	0	0	0	0	0	0	0	12.55	315.17	0	0	0	0	0	0	0	0	0	0	0	0	4.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.76
HACD1	0	0	8.65	214.2	0	669.57	0	0	0	0	0	0	0	0	107.6	0	0	0	514.7	47.75	0	23.99	0	0	3.02	0	0	0	148.05	0	0	0	0	0	0	0	9.29	7.93	0	4.61	0	0	0	0	0	0	7.48	0
HACD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HACD3	0	0	0	0	146.7	0	0	0	21.13	224.94	199.27	13.86	0	0	4.89	0	19.65	0	0	0	107.96	0	780.88	0	3.02	464.55	225.56	48.65	0	9.48	627.06	80.24	109.83	494.74	0	301.34	0	0	0	4.61	314.16	28.79	0	4.13	23.47	0	235.74	0
HACD4	0	0	0	0	0	0	0	0	0	126.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HACE1	0	0	0	0	13.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HACL1	0	0	0	0	0	0	0	0	0	0	146.13	0	22.39	0	4.89	0	0	0	0	0	9	0	0	0	117.88	0	0	36.49	0	0	0	0	0	0	0	222.04	0	0	0	0	0	0	0	12.39	0	0	0	0
HADH	0	0	8.65	0	26.67	0	48.52	16.35	0	89.36	86.35	46.22	5.6	0	0	7.45	0	310.55	376.61	133.71	0	0	0	24.28	48.36	9.29	156.91	0	42.3	0	0	0	0	89.95	0	0	0	7.93	0	0	132.28	0	0	86.76	0	0	7.48	0
HADHA	0	0	8.65	0	80.02	736.52	16.17	441.35	0	73.95	265.7	97.05	156.71	594.01	0	0	0	325.34	288.73	143.26	0	1007.65	0	0	12.09	450.61	147.1	0	0	18.95	0	181.88	0	0	200.72	206.18	0	0	370.52	9.21	0	0	0	99.16	117.37	151.33	164.64	0
HADHB	1275.41	90.58	8.65	5.1	40.01	0	0	0	21.13	80.12	33.21	50.84	39.18	120.52	317.91	7.45	0	0	464.49	286.52	287.9	71.98	156.18	0	12.09	4.65	44.13	170.27	169.2	0	156.76	240.72	434.93	44.98	0	0	0	0	0	4.61	0	0	0	169.4	46.95	432.36	22.45	0
HAGH	12.5	5.33	0	234.6	73.35	0	274.95	0	591.59	24.65	0	0	0	0	0	0	294.81	0	401.72	229.21	0	0	0	0	471.51	0	4.9	0	0	0	0	0	0	0	0	269.62	9.29	0	0	0	0	0	103.5	99.16	0	172.94	3.74	0
HAGHL	0	0	0	0	0	0	0	0	0	0	0	4.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAGLR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.95	0	3.74	0
HAGLROS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAND1	75.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAND2	575.19	346.34	8.65	0	46.68	1205.22	355.82	16.35	21.13	0	332.12	0	263.04	0	0	0	0	14.79	87.88	458.43	0	791.73	468.53	0	6.05	74.33	156.91	0	0	199.01	0	106.99	87.86	89.95	0	0	83.61	0	0	9.21	785.41	1180.43	0	0	0	172.94	22.45	0
HAND2-AS1	0	0	0	0	0	0	0	0	0	0	13.28	0	0	0	0	0	0	0	0	0	35.99	0	0	388.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAO2-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.89	0	0	0	0	0	0	0	0	0	0	0	0	12.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAPLN1	0	101.24	0	0	0	0	0	16.35	0	0	1069.44	0	190.29	0	0	0	0	0	0	0	548.81	0	156.18	0	0	51.1	411.89	0	0	0	0	0	13.18	899.52	200.72	333.06	9.29	0	0	4.61	0	0	0	0	0	0	209.54	0
HAPLN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAPLN3	0	0	0	0	0	0	16.17	0	0	0	0	4.62	0	0	0	0	0	0	0	0	80.97	0	0	0	0	0	19.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.87	0
HAPLN4	0	0	0	0	93.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAR1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAR1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HARBI1	0	106.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HARS	225.07	346.34	0	15.3	13.34	0	0	16.35	0	0	0	0	44.77	0	0	0	19.65	0	0	0	9	0	0	0	0	51.1	44.13	0	126.9	189.53	0	37.45	96.65	44.98	0	15.86	0	7.93	0	0	0	0	0	0	0	281.03	89.8	10.76
HARS2	0	0	0	0	0	0	0	0	0	0	6.64	0	0	0	4.89	0	0	0	0	0	0	0	0	0	0	0	9.81	85.13	0	0	0	0	61.51	0	0	190.32	9.29	0	0	9.21	0	0	0	0	0	86.47	3.74	0
HAS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAS2	0	10.66	0	5.1	53.35	0	0	0	0	0	73.07	0	408.55	0	0	0	0	0	0	0	332.88	0	0	0	0	0	34.32	0	0	0	0	0	0	0	0	428.22	0	0	0	0	140.55	0	0	4.13	0	0	37.42	0
HAS2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAT1	0	0	8.65	0	293.4	0	0	0	0	6.16	0	87.81	0	0	0	0	0	0	0	0	278.9	23.99	0	691.97	187.4	69.68	53.94	267.56	126.9	0	0	80.24	79.08	134.93	0	0	0	0	185.26	41.47	0	28.79	143.75	74.37	0	0	48.64	0
HAUS1	0	5.33	0	0	6.67	66.96	0	0	0	0	0	78.57	0	430.44	83.15	0	19.65	0	0	105.06	0	0	0	0	154.15	171.88	406.98	12.16	285.52	739.17	0	5.35	17.57	0	0	269.62	557.38	0	0	32.25	0	57.58	0	392.51	0	0	0	10.76
HAUS2	0	0	0	0	26.67	0	0	0	0	0	0	115.54	134.32	0	0	0	0	0	0	9.55	0	0	0	0	39.29	0	9.81	0	0	0	0	0	0	0	0	0	0	0	0	0	165.35	0	0	0	0	0	0	0
HAUS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45	0	295.76	0	0	0	0	0	0	6.05	0	4.9	0	0	0	0	0	0	0	0	15.86	92.9	0	0	32.25	0	0	5.75	4.13	0	0	3.74	10.76
HAUS4	0	5.33	0	0	53.35	0	0	0	0	21.57	6.64	0	0	51.65	0	0	176.89	0	25.11	0	152.95	0	156.18	12.14	93.7	0	68.65	182.43	0	0	0	0	17.57	0	0	0	0	0	0	4.61	0	28.79	0	12.39	0	0	127.22	0
HAUS5	0	0	0	0	6.67	0	0	0	0	0	0	0	106.34	0	0	0	0	0	0	0	0	0	0	0	0	102.2	0	0	0	0	0	0	0	0	0	0	0	7.93	0	0	0	0	0	0	0	0	3.74	0
HAUS6	0	0	8.65	0	33.34	0	0	0	0	0	0	106.3	419.75	0	0	7.45	0	0	0	0	0	0	0	0	3.02	134.72	4.9	0	0	0	0	0	4.39	0	0	0	0	0	0	0	0	0	0	12.39	0	0	0	10.76
HAUS7	0	117.22	0	0	100.02	0	0	0	0	147.91	66.42	4.62	0	0	0	0	0	0	0	9.55	0	0	0	0	6.05	55.75	0	0	0	0	0	80.24	8.79	0	0	0	0	0	37.05	92.15	0	28.79	0	218.98	0	0	7.48	0
HAUS8	0	0	0	0	86.69	0	0	0	0	0	0	0	0	232.44	4.89	0	0	0	0	0	0	0	0	0	0	102.2	112.78	0	0	0	0	0	0	0	0	0	0	7.93	0	0	0	0	0	0	0	0	0	0
HAVCR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
